term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf
slightest,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,JJS,{'JJS'},0,slightest,slightest,slightest,13.031399676568086
aeriall,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,"{'VBP', 'NN', 'JJ'}",0,aerial,aerial,aerial,7.515699838284043
viii,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,"{'VBP', 'NN'}",0,viii,viii,vii,22.06279935313617
worlds,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NNS,{'NNS'},0,world,world,world,22.06279935313617
adjusted,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBN,{'VBN'},0,adjust,adjust,adjust,17.79221201268866
garrisons,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NNS,{'NNS'},0,garrison,garrison,garrison,17.79221201268866
subvert,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VB,"{'VBP', 'VB'}",0,subvert,subvert,subvert,22.06279935313617
disputations,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NNS,{'NNS'},0,disput,disput,disput,13.031399676568086
prime,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,JJ,{'JJ'},0,prime,prime,prim,17.79221201268866
interpreting,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,VBG,"{'NN', 'VBG'}",0,interpret,interpret,interpret,22.06279935313617
entertained,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,VBN,{'VBN'},0,entertain,entertain,entertain,22.06279935313617
falsely,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,RB,{'RB'},0,fals,fals,fals,22.06279935313617
diagrams,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'NNS'}",0,diagram,diagram,diagram,17.79221201268866
secular,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,secular,secular,secul,13.031399676568086
superiors,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NNS,{'NNS'},0,superior,superior,supery,17.79221201268866
implicit,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,JJ,{'JJ'},0,implicit,implicit,implicit,22.06279935313617
pupil,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,pupil,pupil,pupil,17.79221201268866
easiness,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,{'NN'},0,easi,easi,easy,22.06279935313617
carcass,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,{'NN'},0,carcass,carcass,carcass,22.06279935313617
movement,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,{'NN'},0,movement,movement,mov,22.06279935313617
addresses,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NNS,"{'NNS', 'VBZ'}",0,address,address,address,22.06279935313617
pentecost,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,pentecost,pentecost,pentecost,22.06279935313617
objections,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NNS,{'NNS'},0,object,object,object,22.06279935313617
devotion,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,{'NN'},0,devot,devot,devot,22.06279935313617
assault,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,"{'VBP', 'NN'}",0,assault,assault,assault,22.06279935313617
boldly,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,RB,{'RB'},0,boldli,bold,bold,22.06279935313617
comments,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NNS,{'NNS'},0,comment,comment,com,17.79221201268866
rerum,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,rerum,rerum,rer,22.06279935313617
losse,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,loss,loss,loss,22.06279935313617
builds,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VBZ,{'VBZ'},0,build,build,build,22.06279935313617
conferre,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'VBP', 'NN', 'VBZ', 'VB'}",0,conferr,conferr,confer,17.79221201268866
covenanteth,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,"{'RB', 'NN', 'VBP', 'VBZ'}",0,covenanteth,covenanteth,covenante,22.06279935313617
dutch,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,"{'NN', 'JJ'}",0,dutch,dutch,dutch,22.06279935313617
selleth,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBZ,"{'NN', 'JJ', 'VBZ'}",0,selleth,selleth,selle,17.79221201268866
congregations,4,5.840268652358009e-06,17.385533834720583,13,0.0001015361882594,NNS,{'NNS'},0,congreg,congreg,congreg,17.79221201268866
boundary,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'JJ'}",0,boundari,boundari,bound,17.79221201268866
jewel,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,jewel,jewel,jewel,13.031399676568086
drives,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VBZ,"{'NNS', 'VBZ'}",0,drive,drive,driv,17.79221201268866
serpents,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NNS,{'NNS'},0,serpent,serpent,serp,17.79221201268866
frames,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NNS,"{'NNS', 'VBZ'}",0,frame,frame,fram,22.06279935313617
almes,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NNS,{'NNS'},0,alm,alm,alm,17.79221201268866
deformed,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,JJ,"{'JJ', 'VBN', 'VBD'}",0,deform,deform,deform,17.79221201268866
inforce,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VB,{'VB'},0,inforc,inforc,inforc,17.79221201268866
bent,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,"{'NN', 'JJ', 'VBD'}",0,bent,bent,bent,22.06279935313617
undone,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,undon,undon,undon,13.031399676568086
setteth,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBZ,"{'NN', 'VBZ'}",0,setteth,setteth,sette,17.79221201268866
rashly,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,RB,"{'RB', 'NN', 'VB'}",0,rashli,rash,rash,17.79221201268866
debated,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBN,{'VBN'},0,debat,debat,deb,17.79221201268866
honouring,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBG,"{'NN', 'VBG'}",0,honour,honour,hono,13.031399676568086
manifestation,4,5.840268652358009e-06,17.385533834720583,13,0.0001015361882594,NN,{'NN'},0,manifest,manifest,manifest,22.06279935313617
control,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VB,"{'NN', 'VB'}",0,control,control,control,22.06279935313617
sections,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NNS,{'NNS'},0,section,section,sect,17.79221201268866
unfeigned,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,JJ,{'JJ'},0,unfeign,unfeign,unfeign,17.79221201268866
inscriptions,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NNS,{'NNS'},0,inscript,inscript,inscrib,17.79221201268866
effeminacy,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,effeminaci,effeminaci,effemin,13.031399676568086
restitution,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,restitut,restitut,restitut,22.06279935313617
ecclesiastes,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NNS,{'NNS'},0,ecclesiast,ecclesiast,ecclesiast,17.79221201268866
patriciate,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,patrici,patrici,patricy,17.79221201268866
unregarded,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,JJ,{'JJ'},0,unregard,unregard,unregard,22.06279935313617
persuasions,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NNS,{'NNS'},0,persuas,persuas,persuas,22.06279935313617
jeremiah,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'VB'}",0,jeremiah,jeremiah,jeremiah,13.031399676568086
cave,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,{'NN'},0,cave,cave,cav,17.79221201268866
aske,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,VB,"{'IN', 'VBZ', 'VB'}",0,ask,ask,ask,17.79221201268866
unanimously,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,RB,{'RB'},0,unanim,unanim,unanim,22.06279935313617
bull,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,{'NN'},0,bull,bull,bul,22.06279935313617
trumpet,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,{'NN'},0,trumpet,trumpet,trumpet,17.79221201268866
drill,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,drill,drill,dril,13.031399676568086
chapt,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,chapt,chapt,chapt,17.79221201268866
scutchions,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NNS,{'NNS'},0,scutchion,scutchion,scutch,7.515699838284043
prometheus,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,"{'NN', 'VB'}",0,prometheu,prometheus,promethe,13.031399676568086
informations,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NNS,{'NNS'},0,inform,inform,inform,22.06279935313617
garment,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,{'NN'},0,garment,garment,gar,22.06279935313617
indulge,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBP,"{'VBP', 'VB'}",0,indulg,indulg,indulg,13.031399676568086
joel,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,"{'VBP', 'NN'}",0,joel,joel,joel,22.06279935313617
covering,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'VBG'}",0,cover,cover,cov,17.79221201268866
happier,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,JJR,"{'JJR', 'VBN'}",0,happier,happier,happy,22.06279935313617
listen,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VB,{'VB'},0,listen,listen,list,13.031399676568086
promoting,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBG,{'VBG'},0,promot,promot,promot,13.031399676568086
blinded,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBN,"{'JJ', 'VBN', 'VBD'}",0,blind,blind,blind,22.06279935313617
needeth,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBZ,{'VBZ'},0,needeth,needeth,neede,22.06279935313617
tiberius,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'NNS'}",0,tiberiu,tiberius,tiberi,17.79221201268866
university,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,univers,univers,univers,17.79221201268866
daniel,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,"{'NN', 'JJ', 'VB'}",0,daniel,daniel,daniel,17.79221201268866
augustus,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'VB'}",0,augustu,augustus,august,22.06279935313617
acknowledgeth,4,5.840268652358009e-06,17.385533834720583,13,0.0001015361882594,VBZ,{'VBZ'},0,acknowledgeth,acknowledgeth,acknowledge,22.06279935313617
sensuality,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,sensual,sensual,sens,13.031399676568086
sensibility,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,sensibl,sensibl,sens,17.79221201268866
green,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,green,green,green,22.06279935313617
coarse,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,{'JJ'},0,coars,coars,coars,17.79221201268866
seducing,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'VBG'}",0,seduc,seduc,seduc,17.79221201268866
mountaine,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,mountain,mountain,mountain,17.79221201268866
affectation,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,affect,affect,affect,22.06279935313617
spanish,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,JJ,{'JJ'},0,spanish,spanish,span,22.06279935313617
heb,4,5.840268652358009e-06,17.385533834720583,3,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,heb,heb,heb,17.79221201268866
undertook,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,"{'VBP', 'NN', 'VBD', 'WDT'}",0,undertook,undertook,undertook,17.79221201268866
italian,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,JJ,{'JJ'},0,italian,italian,it,22.06279935313617
license,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,"{'NN', 'VB'}",0,licens,licens,licens,22.06279935313617
liked,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,VBD,"{'VBN', 'VBD'}",0,like,like,lik,22.06279935313617
discontented,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,VBN,"{'JJ', 'VBN', 'VBD'}",0,discont,discont,discont,22.06279935313617
conveniency,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,conveni,conveni,conveny,22.06279935313617
mend,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,VB,"{'VBP', 'VB'}",0,mend,mend,mend,22.06279935313617
discontent,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,discont,discont,discont,22.06279935313617
parental,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,JJ,{'JJ'},0,parent,parent,par,13.031399676568086
tales,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NNS,{'NNS'},0,tale,tale,tal,22.06279935313617
shed,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,VB,"{'VBN', 'VB'}",0,shed,shed,shed,22.06279935313617
embryo,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NN,"{'NN', 'JJ'}",0,embryo,embryo,embryo,22.06279935313617
custody,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,{'NN'},0,custodi,custodi,custody,17.79221201268866
nails,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NNS,{'NNS'},0,nail,nail,nail,22.06279935313617
pebble,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,{'JJ'},0,pebbl,pebbl,pebbl,22.06279935313617
legislature,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,legislatur,legislatur,legisl,17.79221201268866
computation,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,comput,comput,comput,17.79221201268866
modify,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VB,{'VB'},0,modifi,modifi,mod,22.06279935313617
uncleannesse,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,JJ,"{'NN', 'JJ', 'VB'}",0,uncleanness,uncleanness,unc,22.06279935313617
xx,4,5.840268652358009e-06,17.385533834720583,2,0.0001015361882594,NNP,"{'NN', 'NNP'}",0,xx,xx,xx,17.79221201268866
incorporates,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NNS,"{'NNS', 'VBZ'}",0,incorpor,incorpor,incorp,17.79221201268866
necks,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NNS,{'NNS'},0,neck,neck,neck,17.79221201268866
ruins,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NNS,{'NNS'},0,ruin,ruin,ruin,22.06279935313617
trifles,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NNS,"{'NNS', 'VBZ'}",0,trifl,trifl,trifl,22.06279935313617
idly,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,RB,{'RB'},0,idli,idl,id,17.79221201268866
mockery,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,mockeri,mockeri,mockery,22.06279935313617
potentia,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'VBP', 'NN'}",0,potentia,potentia,potent,17.79221201268866
continuous,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,JJ,{'JJ'},0,continu,continu,continu,17.79221201268866
inspires,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBZ,"{'VB', 'VBP', 'VBZ'}",0,inspir,inspir,inspir,13.031399676568086
sufficiency,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,suffici,suffici,sufficy,13.031399676568086
parsimony,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,parsimoni,parsimoni,parsimony,22.06279935313617
assemblage,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,assemblag,assemblag,assembl,22.06279935313617
disorderly,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,JJ,"{'RB', 'JJ'}",0,disorderli,disord,disord,22.06279935313617
diverted,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBN,{'VBN'},0,divert,divert,divert,22.06279935313617
naturals,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NNS,{'NNS'},0,natur,natur,nat,17.79221201268866
frequency,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,frequenc,frequenc,frequ,22.06279935313617
captives,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NNS,{'NNS'},0,captiv,captiv,capt,22.06279935313617
conducted,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBN,"{'VBN', 'VBD'}",0,conduct,conduct,conduc,22.06279935313617
requiring,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBG,{'VBG'},0,requir,requir,requir,22.06279935313617
endeavoureth,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,VBZ,"{'VBP', 'NN', 'VBZ'}",0,endeavoureth,endeavoureth,endeavoure,22.06279935313617
vested,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VBN,"{'VBN', 'VBD'}",0,vest,vest,vest,13.031399676568086
suggesteth,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,JJ,"{'NN', 'JJ', 'VBD'}",0,suggesteth,suggesteth,suggeste,17.79221201268866
elapsed,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBN,{'VBN'},0,elaps,elaps,elaps,7.515699838284043
ring,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,"{'NN', 'VBG'}",0,ring,ring,ring,22.06279935313617
inalienable,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,JJ,"{'VBP', 'JJ'}",0,inalien,inalien,ina,22.06279935313617
abridgment,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,abridg,abridg,abridg,7.515699838284043
boast,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,"{'VBP', 'NN', 'VB'}",0,boast,boast,boast,22.06279935313617
resists,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBZ,"{'NNS', 'VBZ'}",0,resist,resist,resist,17.79221201268866
oft,4,5.840268652358009e-06,17.385533834720583,3,0.0001015361882594,RB,"{'RB', 'VB'}",0,oft,oft,oft,22.06279935313617
disfigured,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,VBD,"{'VBN', 'VBD'}",0,disfigur,disfigur,disfig,22.06279935313617
complaynant,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,complayn,complayn,complayn,13.031399676568086
impossibilities,4,5.840268652358009e-06,17.385533834720583,15,0.0001015361882594,NNS,{'NNS'},0,imposs,imposs,imposs,22.06279935313617
gabriel,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,"{'NN', 'NNS'}",0,gabriel,gabriel,gabriel,13.031399676568086
credulity,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,credul,credul,cred,13.031399676568086
reply,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,VBP,"{'VBP', 'NN'}",0,repli,repli,reply,22.06279935313617
accustoming,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,VBG,{'VBG'},0,accustom,accustom,accustom,22.06279935313617
supports,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBZ,"{'NNS', 'VBZ'}",0,support,support,support,17.79221201268866
publicans,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NNS,{'NNS'},0,publican,publican,publ,17.79221201268866
upheld,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,"{'NN', 'JJ', 'VBN', 'VBD'}",0,upheld,upheld,upheld,22.06279935313617
slower,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJR,{'JJR'},0,slower,slower,slow,22.06279935313617
imprinting,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,VBG,"{'VBG', 'JJ'}",0,imprint,imprint,imprint,22.06279935313617
defendant,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,defend,defend,defend,13.031399676568086
insufficiency,4,5.840268652358009e-06,17.385533834720583,13,0.0001015361882594,NN,{'NN'},0,insuffici,insuffici,insufficy,22.06279935313617
setled,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VBN,"{'JJ', 'VBN', 'VBD'}",0,setl,setl,setl,17.79221201268866
severer,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,{'NN'},0,sever,sever,sev,22.06279935313617
commander,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,command,command,command,22.06279935313617
warmed,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VBN,"{'VBN', 'VBD'}",0,warm,warm,warm,22.06279935313617
celestial,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,JJ,{'JJ'},0,celesti,celesti,celest,7.515699838284043
summum,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,{'JJ'},0,summum,summum,summ,22.06279935313617
clamour,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,"{'NN', 'VB'}",0,clamour,clamour,clamo,17.79221201268866
alien,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,"{'VBP', 'NN', 'JJ'}",0,alien,alien,aly,17.79221201268866
caprices,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NNS,{'NNS'},0,capric,capric,capr,13.031399676568086
planting,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'VBG'}",0,plant,plant,plant,17.79221201268866
commemoration,4,5.840268652358009e-06,17.385533834720583,13,0.0001015361882594,NN,{'NN'},0,commemor,commemor,commem,13.031399676568086
surpasses,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBZ,{'VBZ'},0,surpass,surpass,surpass,17.79221201268866
bindeth,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,"{'NN', 'JJ', 'VBZ'}",0,bindeth,bindeth,binde,13.031399676568086
learns,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VBZ,"{'VBP', 'NNS', 'VBZ'}",0,learn,learn,learn,17.79221201268866
exhortation,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,exhort,exhort,exhort,7.515699838284043
speakers,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NNS,{'NNS'},0,speaker,speaker,speak,22.06279935313617
worthiest,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,JJS,{'JJS'},0,worthiest,worthiest,worthiest,17.79221201268866
constrained,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,VBD,"{'VBN', 'VBD'}",0,constrain,constrain,constrain,22.06279935313617
temptations,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NNS,{'NNS'},0,temptat,temptat,tempt,22.06279935313617
alloweth,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBZ,"{'RB', 'VBZ'}",0,alloweth,alloweth,allowe,22.06279935313617
dehortation,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,dehort,dehort,dehort,7.515699838284043
selfdefence,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,selfdef,selfdef,selfdef,22.06279935313617
chances,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NNS,{'NNS'},0,chanc,chanc,chant,22.06279935313617
quid,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,"{'NN', 'JJ'}",0,quid,quid,quid,22.06279935313617
indicate,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VB,"{'VBP', 'VB'}",0,indic,indic,ind,13.031399676568086
entitle,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VB,"{'VBP', 'VBZ', 'VB'}",0,entitl,entitl,entitl,22.06279935313617
abusing,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBG,{'VBG'},0,abus,abus,abus,22.06279935313617
disbelieve,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,VB,"{'VBP', 'VB'}",0,disbeliev,disbeliev,disbeliev,22.06279935313617
wilful,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,{'JJ'},0,wil,wil,wil,17.79221201268866
giant,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,giant,giant,giant,13.031399676568086
cloth,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,"{'VBP', 'NN'}",0,cloth,cloth,clo,13.031399676568086
tutor,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,tutor,tutor,tut,17.79221201268866
puffendorf,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,puffendorf,puffendorf,puffendorf,13.031399676568086
unforeseen,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,JJ,{'JJ'},0,unforeseen,unforeseen,unforeseen,22.06279935313617
crafts,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NNS,"{'VBP', 'NNS'}",0,craft,craft,craft,17.79221201268866
hit,4,5.840268652358009e-06,17.385533834720583,3,0.0001015361882594,VB,"{'VBP', 'VBN', 'VB'}",0,hit,hit,hit,22.06279935313617
attaching,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBG,{'VBG'},0,attach,attach,attach,13.031399676568086
rain,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,"{'NN', 'VB'}",0,rain,rain,rain,17.79221201268866
